number,fertilization,thermoregulation,class,order,family,species,body_mass,body_mass_log,souce_body_mass,sperm_length,sperm_length_log,source_sperm_length,testes_mass,testes_mass_log,source_testes_mass,clutch_size,clutch_size_log,source_clutch_size,genome_size,source_genome_size
339,internal,endotherm,Aves,Struthioniformes,Struthionidae,Struthio camelus,111000,5.05,Etard et al 2020,69.59,1.842546836,Fitzpatrick et al 2022,115.35,2.06,Baker et al 2020,8.666667,0.93785211,Etard et al 2020,2.16,Animal genome size database
233,internal,endotherm,Aves,Passeriformes,Icteridae,Sturnella loyca,64.7,1.81,Immler et al 2011,92.65,1.966845424,Fitzpatrick et al 2022,0.23,-0.64,Immler et al 2011,4,0.602059991,Jetz et al 2008,,
234,internal,endotherm,Aves,Passeriformes,Icteridae,Sturnella magna,91.76,1.96,Etard et al 2020,76.27,1.882353746,Fitzpatrick et al 2022,1.06,0.03,Baker et al 2020,5,0.698970004,Etard et al 2020,1.48,Animal genome size database
235,internal,endotherm,Aves,Passeriformes,Icteridae,Sturnella neglecta,100.06,2,Etard et al 2020,78.38,1.894205259,Fitzpatrick et al 2022,1.51,0.18,Baker et al 2020,4.83,0.683947131,Etard et al 2020,,
236,internal,endotherm,Aves,Passeriformes,Icteridae,Sturnella superciliaris,51.5,1.71,Immler et al 2011,92.08,1.964165311,Fitzpatrick et al 2022,0.25,-0.6,Immler et al 2011,,,,,
999,internal,endotherm,Mammalia,Chiroptera,Phyllostomidae,Sturnira lilium,20,1.3,Etard et al 2020,77.51,1.889357737,Fitzpatrick et al 2022,0.12,-0.92,Baker et al 2020,0.995,-0.002176919,Etard et al 2020,2.75,Animal genome size database
451,internal,endotherm,Aves,Passeriformes,Sturnidae,Sturnus vulgaris,77.68,1.89,Etard et al 2020,81.83,1.912912551,Fitzpatrick et al 2022,0.45,-0.35,Baker et al 2020,5,0.698970004,Etard et al 2020,1.3,Animal genome size database
619,internal,endotherm,Mammalia,Eulipotyphla,Soricidae,Suncus murinus,45.87,1.66,Etard et al 2020,121.7,2.085290578,Fitzpatrick et al 2022,0.15,-0.82,Lupold & Fitzpatrick 2015,3.075,0.48784512,Etard et al 2020,,
847,internal,endotherm,Mammalia,Rodentia,Muridae,Sundamys muelleri,345.24,2.54,Etard et al 2020,162,2.209515015,Fitzpatrick et al 2022,7.45,0.87,Baker et al 2020,3.8,0.579783597,Etard et al 2020,,
772,internal,endotherm,Mammalia,Carnivora,Herpestidae,Suricata suricatta,729.99,2.86,Etard et al 2020,137.02,2.136783963,Tourmente et al 2011,1.3,0.11,Baker et al 2020,3.86,0.586587305,Etard et al 2020,,
596,internal,endotherm,Mammalia,Cetartiodactyla,Suidae,Sus scrofa,96118.09,4.98,Etard et al 2020,47.3,1.674861141,Fitzpatrick et al 2022,128.2,2.11,Baker et al 2020,5.04375,0.702753552,Etard et al 2020,,
1338,internal,endotherm,Mammalia,Cetartiodactyla,Suidae,Sus verrucosus,82703.12,4.92,Etard et al 2020,57.96,1.763128377,Fitzpatrick et al 2022,,,,5.6025,0.748381865,Etard et al 2020,,
739,internal,endotherm,Mammalia,Chiroptera,Pteropodidae,Syconycteris australis,17.55,1.24,Etard et al 2020,80.6,1.906335042,Fitzpatrick et al 2022,,,,1,0,Etard et al 2020,,
452,internal,endotherm,Aves,Passeriformes,Sylviidae,Sylvia atricapilla,18.33,1.26,Etard et al 2020,77.34,1.888404168,Fitzpatrick et al 2022,0.8,-0.1,Baker et al 2020,4.5,0.653212514,Etard et al 2020,1.09,Animal genome size database
453,internal,endotherm,Aves,Passeriformes,Sylviidae,Sylvia borin,19.55,1.29,Etard et al 2020,77.03,1.886659898,Fitzpatrick et al 2022,0.11,-0.97,Rowe et al 2015,4.5,0.653212514,Etard et al 2020,,
1173,internal,endotherm,Aves,Passeriformes,Sylviidae,Sylvia cantillans,10.54,1.02,Etard et al 2020,85.23,1.930592488,Fitzpatrick et al 2022,,,,4.05,0.607455023,Etard et al 2020,,
454,internal,endotherm,Aves,Passeriformes,Sylviidae,Sylvia communis,15.5,1.19,Etard et al 2020,82.69,1.917452992,Fitzpatrick et al 2022,0.44,-0.36,Baker et al 2020,4.5,0.653212514,Etard et al 2020,1.3,Animal genome size database
455,internal,endotherm,Aves,Passeriformes,Sylviidae,Sylvia curruca,12.08,1.08,Etard et al 2020,87.03,1.939668984,Fitzpatrick et al 2022,0.44,-0.36,Baker et al 2020,4.75,0.67669361,Etard et al 2020,,
1174,internal,endotherm,Aves,Passeriformes,Sylviidae,Sylvia hortensis,22.38,1.35,Etard et al 2020,96.98,1.98668218,Fitzpatrick et al 2022,,,,4.2,0.62324929,Etard et al 2020,,
1176,internal,endotherm,Aves,Passeriformes,Sylviidae,Sylvia nisoria,23.4,1.37,Etard et al 2020,83.93,1.923917223,Fitzpatrick et al 2022,,,,4.88,0.688419822,Etard et al 2020,,
906,internal,endotherm,Mammalia,Cetartiodactyla,Bovidae,Sylvicapra grimmia,18500,4.27,Etard et al 2020,66.944,1.825711659,Fitzpatrick et al 2022,21.23,1.33,Baker et al 2020,0.99,-0.004364805,Etard et al 2020,,
1386,external,ectotherm,Amphibia,Anura,Ranidae,Sylvirana guentheri,22.28,1.35,Baker et al 2020,39.3,1.59439255,Fitzpatrick et al 2022,0.04,-1.41,Baker et al 2020,1995,3.2999429,AmphiBio,,
784,internal,endotherm,Mammalia,Primates,Hylobatidae,Symphalangus syndactylus,12270,4.09,Tourmente et al 2011,68.9,1.838219222,Fitzpatrick et al 2022,11.95,1.08,Tourmente et al 2011,,,,2.98,Animal genome size database
929,internal,endotherm,Mammalia,Primates,Hylobatidae,Symphalangus syndactylus,10854.25,4.04,Etard et al 2020,68.9,1.838219222,Lupold et al 2015,11.95,1.08,Lupold et al 2015,1.02,0.008600172,Etard et al 2020,,
1142,internal,endotherm,Mammalia,Rodentia,Cricetidae,Synaptomys cooperi,31.92,1.5,Etard et al 2020,99.7,1.998695158,Fitzpatrick et al 2022,,,,3.1525,0.498655095,Etard et al 2020,,
907,internal,endotherm,Mammalia,Cetartiodactyla,Bovidae,Syncerus caffer,592665.99,5.77,Etard et al 2020,71.4,1.853698212,Fitzpatrick et al 2022,448.4,2.65,Lupold & Fitzpatrick 2015,1.08,0.033423755,Etard et al 2020,,
288,internal,endotherm,Aves,Galliformes,Phasianidae,Syrmaticus ellioti,1017,3.01,Etard et al 2020,90.62,1.957224058,Fitzpatrick et al 2022,7.06,0.85,Lupold et al 2015 (corrected Immler et al 2007),7,0.84509804,Etard et al 2020,,
289,internal,endotherm,Aves,Galliformes,Phasianidae,Syrmaticus humiae,888.75,2.95,Etard et al 2020,78.11,1.892706638,Fitzpatrick et al 2022,8.08,0.91,Lupold et al 2015 (corrected Immler et al 2007),8.25,0.916453949,Etard et al 2020,,
290,internal,endotherm,Aves,Galliformes,Phasianidae,Syrmaticus mikado,1157.5,3.06,Etard et al 2020,80.19,1.904120213,Fitzpatrick et al 2022,8.37,0.92,Lupold et al 2015 (corrected Immler et al 2007),7.5,0.875061263,Immler et al 2007,,
456,internal,endotherm,Aves,Passeriformes,Hirundinidae,Tachycineta bicolor,20.88,1.32,Etard et al 2020,241.34,2.382629308,Fitzpatrick et al 2022,0.64,-0.19,Baker et al 2020,5,0.698970004,Etard et al 2020,1.35,Animal genome size database
1254,internal,endotherm,Aves,Passeriformes,Hirundinidae,Tachycineta thalassina,14.15,1.15,Etard et al 2020,285,2.45484486,Fitzpatrick et al 2022,,,,4.5,0.653212514,Etard et al 2020,,
659,internal,endotherm,Mammalia,Monotremata,Tachyglossidae,Tachyglossus aculeatus,3169.5,3.5,Etard et al 2020,121,2.08278537,Fitzpatrick et al 2022,50,1.7,Baker et al 2020,1,0,Etard et al 2020,2.89,Animal genome size database
975,internal,ectotherm,Reptilia,Squamata,Colubridae,Tachymenis chilensis,86.9,1.94,Etard et al 2020,95.51,1.980048845,Fitzpatrick et al 2022,0.24,-0.61,Tourmente et al 2009,,,,,
1064,internal,endotherm,Mammalia,Rodentia ,Spalacidae,Tachyoryctes splendens,227.13,2.36,Etard et al 2020,66.9,1.825426118,Fitzpatrick et al 2022,,,,1.4175,0.151523068,Etard et al 2020,,
457,internal,endotherm,Aves,Passeriformes,Estrildidae,Taeniopygia guttata,11.93,1.08,Etard et al 2020,66.1,1.820201459,Fitzpatrick et al 2022,0.05,-1.3,Baker et al 2020,4.5,0.653212514,Etard et al 2020,1.25,Animal genome size database
710,internal,endotherm,Mammalia,Rodentia,Muridae,Taeromys callitrichus,297,2.47,Etard et al 2020,119,2.075546961,Fitzpatrick et al 2022,,,,,,,,
711,internal,endotherm,Mammalia,Rodentia,Muridae,Taeromys celebensis,323,2.51,Etard et al 2020,67,1.826074803,Fitzpatrick et al 2022,,,,,,,,
861,internal,endotherm,Mammalia,Eulipotyphla,Talpidae,Talpa europaea,92.31,1.97,Tourmente et al 2015,116,2.064457989,Fitzpatrick et al 2022,1.8,0.26,Tourmente et al 2015,3,0.477121255,Anage,,
1021,internal,endotherm,Mammalia,Soricomorpha,Talpidae,Talpa romana,92.5,1.97,Etard et al 2020,90,1.954242509,Fitzpatrick et al 2022,,,,3.99,0.600972896,Etard et al 2020,,
1298,internal,endotherm,Mammalia,Dasyuromorphia,Myrmecobiidae,Tamandua tetradactyla,4800,3.68,Etard et al 2020,67.33,1.828208614,Fitzpatrick et al 2022,,,,1,0,Etard et al 2020,4.11,Animal genome size database
1337,internal,endotherm,Mammalia,Rodentia,Sciuridae,Tamias amoenus,50.63,1.7,Etard et al 2020,85.3,1.930949031,Fitzpatrick et al 2022,0.62,-0.21,Baker et al 2020,5.09,0.706717782,Etard et al 2020,,
1236,internal,endotherm,Mammalia,Rodentia,Sciuridae,Tamias sibiricus,89.58,1.95,Etard et al 2020,67.8,1.831229694,Fitzpatrick et al 2022,,,,4.9175,0.691744369,Etard et al 2020,,
852,internal,endotherm,Mammalia,Rodentia,Sciuridae,Tamiasciurus hudsonicus,201.17,2.3,Etard et al 2020,131,2.117271296,Fitzpatrick et al 2022,2.92,0.47,Baker et al 2020,4.065,0.60906055,Etard et al 2020,,
1256,internal,endotherm,Aves,Passeriformes,Thraupidae,Tangara gyrola,21,1.32,Etard et al 2020,148,2.170261715,Fitzpatrick et al 2022,,,,2,0.301029996,Etard et al 2020,,
323,internal,endotherm,Aves,Passeriformes,Thraupidae,Tangara sayaca,31.99,1.51,Baker et al 2020,146.29,2.16521464,Fitzpatrick et al 2022,0.68,-0.17,Baker et al 2020,,,,,
1348,internal,endotherm,Aves,Psittaciformes,Psittacidae,Tanygnathus lucionensis,219,2.34,Etard et al 2020,70.1,1.845718018,Fitzpatrick et al 2022,,,,,,,,
625,internal,endotherm,Mammalia,Eulipotyphla,Tapiridae,Tapirus bairdii,296890.37,5.47,Etard et al 2020,67.15,1.827046017,Lupold & Fitzpatrick 2015,286.37,2.46,Lupold & Fitzpatrick 2015,1,0,Etard et al 2020,2.54,Animal genome size database
522,internal,endotherm,Mammalia,Diprotodontia,Tarsipedidae,Tarsipes rostratus,9.66,0.98,Etard et al 2020,356.27,2.551779254,Fitzpatrick et al 2022,0.36,-0.44,Baker et al 2020,2.9475,0.469453814,Etard et al 2020,,
713,internal,endotherm,Mammalia,Rodentia,Muridae,Tateomys macrocercus,91.88,1.96,Etard et al 2020,135.5,2.131939295,Fitzpatrick et al 2022,,,,,,,,
714,internal,endotherm,Mammalia,Rodentia,Muridae,Tateomys rhinogradoides,84,1.92,Etard et al 2020,129.5,2.112269768,Fitzpatrick et al 2022,,,,,,,,
136,external,ectotherm,Amphibia,Anura,Myobatrachidae,Taudactylus acutirostris,0.87,-0.06,Etard et al 2020,31.155,1.493527756,Fitzpatrick et al 2022,0,-3.52,Baker et al 2020,32.5,1.511883361,Etard et al 2020,,
952,internal,ectotherm,Reptilia,Squamata,Teiidae,Teius oculatus,52.36,1.72,Etard et al 2020,75.65,1.878808932,Fitzpatrick et al 2022,,,,5,0.698970004,Etard et al 2020,,
1086,internal,endotherm,Mammalia,Afrosoricida,Tenrecidae,Tenrec ecaudatus,885.8,2.95,Etard et al 2020,64,1.806179974,Fitzpatrick et al 2022,3.1,0.49,Baker et al 2020,16.89,1.22762965,Etard et al 2020,,
1165,internal,endotherm,Aves,Passeriformes,Monarchidae,Terpsiphone viridis,13.25,1.12,Etard et al 2020,80.85,1.907680024,Fitzpatrick et al 2022,,,,2.29,0.359835482,Etard et al 2020,,
1079,internal,endotherm,Aves,Galliformes,Phasianidae,Tetrao urogallus,2942.5,3.47,Etard et al 2020,73.27,1.864926192,Fitzpatrick et al 2022,3,0.48,Baker et al 2020,8,0.903089987,Etard et al 2020,,
976,internal,ectotherm,Reptilia,Squamata,Colubridae,Thamnodynastes hypoconia,56.61,1.75,Etard et al 2020,131.84,2.120047194,Fitzpatrick et al 2022,0.33,-0.48,Tourmente et al 2009,,,,,
1107,internal,ectotherm,Reptilia,Squamata,Colubridae,Thamnophis radix,382.82,2.58,Etard et al 2020,96.82,1.985965078,Fitzpatrick et al 2022,,,,37.5,1.574031268,Etard et al 2020,,
1108,internal,ectotherm,Reptilia,Squamata,Colubridae,Thamnophis sirtalis,150,2.18,Etard et al 2020,99.64,1.998433719,Fitzpatrick et al 2022,,,,19.8,1.29666519,Etard et al 2020,1.91,Animal genome size database
640,internal,endotherm,Mammalia,Primates,Cercopithecidae,Theropithecus gelada,16506.97,4.22,Etard et al 2020,87.3,1.941014244,Fitzpatrick et al 2022,21.48,1.33,Baker et al 2020,1.005,0.002166062,Etard et al 2020,,
666,internal,endotherm,Mammalia,Diprotodontia,Macropodidae,Thylogale stigmatica,4511.47,3.65,Etard et al 2020,110.3,2.042575512,Fitzpatrick et al 2022,,,,1,0,Etard et al 2020,,
1149,internal,endotherm,Aves,Passeriformes,Thraupidae,Tiaris olivaceus,8.5,0.93,Etard et al 2020,135.31,2.131329894,Fitzpatrick et al 2022,0.13,-0.89,Baker et al 2020,2.575,0.410777233,Etard et al 2020,,
1179,internal,ectotherm,Reptilia,Squamata,Scincidae,Tiliqua scincoides,499.7,2.7,Etard et al 2020,53.8,1.730782276,Fitzpatrick et al 2022,,,,11,1.041392685,Etard et al 2020,1.82,Animal genome size database
849,internal,endotherm,Mammalia,Rodentia,Muridae,Tokudaia osimensis,107.13,2.03,Etard et al 2020,78,1.892094603,Fitzpatrick et al 2022,0.21,-0.67,Baker et al 2020,,,,,
977,internal,ectotherm,Reptilia,Squamata,Colubridae,Tomodon ocellatus,35.32,1.55,Etard et al 2020,100.69,2.002986341,Fitzpatrick et al 2022,0.08,-1.08,Tourmente et al 2009,,,,,
1367,internal,ectotherm,Reptilia,Squamata,Scincoidae,Trachylepis punctatissima,26.79,1.43,Etard et al 2020,143.19,2.155912689,Fitzpatrick et al 2022,,,,5.7,0.755874856,Etard et al 2020,,
908,internal,endotherm,Mammalia,Cetartiodactyla,Bovidae,Tragelaphus angasii,87616.76,4.94,Etard et al 2020,63.134,1.800263306,Fitzpatrick et al 2022,38.28,1.58,Baker et al 2020,1,0,Etard et al 2020,3.94,Animal genome size database
1004,internal,endotherm,Mammalia,Cetartiodactyla,Bovidae,Tragelaphus eurycerus,270998.4,5.43,Etard et al 2020,60.686,1.783088513,Fitzpatrick et al 2022,52.84,1.72,Baker et al 2020,1,0,Etard et al 2020,,
862,internal,endotherm,Mammalia,Cetartiodactyla,Bovidae,Tragelaphus oryx,408500,5.61,Tourmente et al 2015,65.312,1.814992983,Fitzpatrick et al 2022,203.2,2.31,Tourmente et al 2015,1,0,Anage,,
909,internal,endotherm,Mammalia,Cetartiodactyla,Bovidae,Tragelaphus spekii,77999.17,4.89,Etard et al 2020,58.27,1.765445018,Fitzpatrick et al 2022,,,,1,0,Etard et al 2020,,
910,internal,endotherm,Mammalia,Cetartiodactyla,Bovidae,Tragelaphus strepsiceros,206056.41,5.31,Etard et al 2020,45.5,1.658011397,Fitzpatrick et al 2022,92.04,1.96,Baker et al 2020,1,0,Etard et al 2020,,
291,internal,endotherm,Aves,Galliformes,Phasianidae,Tragopan blythii,1760,3.25,Etard et al 2020,88.41,1.946501391,Fitzpatrick et al 2022,8.04,0.91,Lupold et al 2015 (corrected Immler et al 2007),3.2,0.505149978,Etard et al 2020,,
292,internal,endotherm,Aves,Galliformes,Phasianidae,Tragopan caboti,1150,3.06,Etard et al 2020,87.67,1.942851007,Fitzpatrick et al 2022,8.28,0.92,Lupold et al 2015 (corrected Immler et al 2007),4,0.602059991,Etard et al 2020,,
293,internal,endotherm,Aves,Galliformes,Phasianidae,Tragopan satyra,1475,3.17,Etard et al 2020,87.15,1.940267391,Fitzpatrick et al 2022,8.07,0.91,Lupold et al 2015 (corrected Immler et al 2007),3,0.477121255,Etard et al 2020,,
294,internal,endotherm,Aves,Galliformes,Phasianidae,Tragopan temminckii,1184,3.07,Etard et al 2020,88.68,1.947825684,Fitzpatrick et al 2022,9.44,0.97,Lupold et al 2015 (corrected Immler et al 2007),4,0.602059991,Etard et al 2020,,
598,internal,endotherm,Mammalia,Cetartiodactyla,Tragulidae,Tragulus javanicus,1889.93,3.28,Etard et al 2020,41.914,1.622359109,Fitzpatrick et al 2022,1.62,0.21,Lupold & Fitzpatrick 2015,0.99,-0.004364805,Etard et al 2020,,
757,internal,endotherm,Mammalia,Carnivora,Ursidae,Tremarctos ornatus,123176.99,5.09,Etard et al 2020,73.1,1.863917377,Fitzpatrick et al 2022,,,,1.47,0.167317335,Etard et al 2020,,
523,internal,endotherm,Mammalia,Diprotodontia,Phalangeridae,Trichosurus vulpecula,2650,3.42,Etard et al 2020,94.17,1.97391257,Fitzpatrick et al 2022,4,0.6,Baker et al 2020,1.015,0.006466042,Etard et al 2020,3,Animal genome size database
346,internal,endotherm,Aves,Charadriiformes,Scolopacidae,Tringa flavipes,81.7,1.91,Etard et al 2020,66.4,1.822168079,Fitzpatrick et al 2022,0.25,-0.6,Baker et al 2020,4,0.602059991,Etard et al 2020,,
458,internal,endotherm,Aves,Passeriformes,Troglodytidae,Troglodytes aedon,10.95,1.04,Etard et al 2020,76.87,1.885756881,Fitzpatrick et al 2022,0.08,-1.07,Baker et al 2020,6.3,0.799340549,Etard et al 2020,1.27,Animal genome size database
459,internal,endotherm,Aves,Passeriformes,Troglodytidae,Troglodytes troglodytes,9.25,0.97,Etard et al 2020,85.63,1.932625944,Fitzpatrick et al 2022,0.12,-0.92,Baker et al 2020,5.555,0.744684063,Etard et al 2020,1.3,Animal genome size database
984,internal,ectotherm,Reptilia,Squamata,Tropiduridae,Tropidurus torquatus,48.89,1.69,Etard et al 2020,92.83,1.96768835,Fitzpatrick et al 2022,0.21,-0.69,Baker et al 2020,4.71,0.673020907,Etard et al 2020,2.24,Animal genome size database
658,internal,endotherm,Mammalia,Scandentia,Tupaiidae,Tupaia belangeri,200,2.3,Etard et al 2020,73.05,1.86362022,Fitzpatrick et al 2022,1.49,0.17,Lupold & Fitzpatrick 2015,2,0.301029996,Etard et al 2020,,
738,internal,endotherm,Mammalia,Scandentia,Tupaiidae,Tupaia glis,159,2.2,Etard et al 2020,93.4,1.970346876,Fitzpatrick et al 2022,,,,2.22,0.346352974,Etard et al 2020,3.37,Animal genome size database
954,internal,ectotherm,Reptilia,Squamata,Teiidae,Tupinambis quadrilineatus,652.77,2.81,Etard et al 2020,82.3,1.915399835,Fitzpatrick et al 2022,,,,,,,,
955,internal,ectotherm,Reptilia,Squamata,Teiidae,Tupinambis teguixin,4434.01,3.65,Feldman et al 2016 ,84.3,1.925827575,Fitzpatrick et al 2022,,,,9.666666667,0.985276743,Allen et al 2017,2.13,Animal genome size database
326,internal,endotherm,Aves,Passeriformes,Turdidae,Turdus amaurochalinus,58,1.76,Etard et al 2020,85.78,1.933386042,Fitzpatrick et al 2022,0.27,-0.57,Immler et al 2011,3,0.477121255,Etard et al 2020,,
327,internal,endotherm,Aves,Passeriformes,Turdidae,Turdus chiguanco,95.4,1.98,Etard et al 2020,79.68,1.901349325,Fitzpatrick et al 2022,0.24,-0.62,Immler et al 2011,,,,1.44,Animal genome size database
460,internal,endotherm,Aves,Passeriformes,Turdidae,Turdus iliacus,61.88,1.79,Etard et al 2020,82.74,1.917715517,Fitzpatrick et al 2022,0.77,-0.12,Rowe et al 2015,5.19,0.715167358,Etard et al 2020,,
461,internal,endotherm,Aves,Passeriformes,Turdidae,Turdus merula,102.73,2.01,Etard et al 2020,81.35,1.910357557,Fitzpatrick et al 2022,1.24,0.09,Baker et al 2020,4,0.602059991,Etard et al 2020,1.25,Animal genome size database
462,internal,endotherm,Aves,Passeriformes,Turdidae,Turdus migratorius,78.78,1.9,Etard et al 2020,88.25,1.945714714,Fitzpatrick et al 2022,0.78,-0.11,Baker et al 2020,3.43,0.53529412,Etard et al 2020,1.37,Animal genome size database
1177,internal,endotherm,Aves,Passeriformes,Turdidae,Turdus naumanni,73.18,1.86,Etard et al 2020,88.73,1.948070482,Fitzpatrick et al 2022,,,,4,0.602059991,Etard et al 2020,,
328,internal,endotherm,Aves,Passeriformes,Turdidae,Turdus nigriceps,52.98,1.72,Etard et al 2020,82.84,1.91824009,Fitzpatrick et al 2022,0.2,-0.7,Immler et al 2011,3,0.477121255,Etard et al 2020,1.35,Animal genome size database
329,internal,endotherm,Aves,Passeriformes,Turdidae,Turdus philomelos,67.75,1.83,Etard et al 2020,85.25,1.930694388,Fitzpatrick et al 2022,1.47,0.17,Baker et al 2020,4,0.602059991,Etard et al 2020,1.09,Animal genome size database
463,internal,endotherm,Aves,Passeriformes,Turdidae,Turdus pilaris,106,2.03,Etard et al 2020,85.21,1.930490565,Fitzpatrick et al 2022,3.01,0.48,Baker et al 2020,5.315,0.725503269,Etard et al 2020,,
330,internal,endotherm,Aves,Passeriformes,Turdidae,Turdus rufiventris,69.47,1.84,Etard et al 2020,84.3,1.925827575,Fitzpatrick et al 2022,0.84,-0.08,Immler et al 2011,3.2,0.505149978,Etard et al 2020,,
488,internal,endotherm,Mammalia,Cetartiodactyla,Delphinidae,Tursiops truncatus,247172.41,5.39,Baker et al 2020,72.7,1.861534411,Fitzpatrick et al 2022,1230.27,3.09,Baker et al 2020,1,0,Anage,3.03,Animal genome size database
1135,internal,endotherm,Mammalia,Rodentia,Octodontidae,Tympanoctomys barrerae,78.71,1.9,Etard et al 2020,83.7,1.922725458,Fitzpatrick et al 2022,,,,,,,8.4,Animal genome size database
1257,internal,endotherm,Aves,Passeriformes,Tyrannidae,Tyrannus verticalis,39.08,1.59,Etard et al 2020,55,1.740362689,Fitzpatrick et al 2022,,,,3.83,0.583198774,Etard et al 2020,,
150,external,ectotherm,Amphibia,Anura,Myobatrachidae,Uperoleia altissima,0.93,-0.03,Etard et al 2020,26.88,1.429429264,Fitzpatrick et al 2022,0,-3.3,Liao et al 2018,,,,,
25,external,ectotherm,Amphibia,Anura,Myobatrachidae,Uperoleia aspera,2.12,0.33,Byrne et al 2003,26.57,1.424391554,Fitzpatrick et al 2022,,,,,,,,
137,external,ectotherm,Amphibia,Anura,Myobatrachidae,Uperoleia borealis,1.71,0.23,Etard et al 2020,24.083,1.381710586,Fitzpatrick et al 2022,0,-2.82,Liao et al 2018,,,,,
138,external,ectotherm,Amphibia,Anura,Myobatrachidae,Uperoleia crassa,0.91,-0.04,Etard et al 2020,20.36,1.308777774,Fitzpatrick et al 2022,0,-2.72,Liao et al 2018,368,2.565847819,Etard et al 2020,,
139,external,ectotherm,Amphibia,Anura,Myobatrachidae,Uperoleia fusca,0.86,-0.07,Etard et al 2020,27.336,1.436734966,Fitzpatrick et al 2022,0,-2.82,Liao et al 2018,,,,,
140,external,ectotherm,Amphibia,Anura,Myobatrachidae,Uperoleia glandulosa,1.34,0.13,Etard et al 2020,25.294,1.403017514,Fitzpatrick et al 2022,0,-3.22,Liao et al 2018,,,,,
